Company,TypeName,Ram,Gpu,OpSys,Weight,Price,IPS,Touchscreen,4k,PPI,cpu_brand,HDD,SSD
LENOVO,Notebook,8,Intel,Windows,1.44,51148.8,Yes,No,No,165.6321180513006,Intel Core i5,0,256
LENOVO,Notebook,4,Intel,Windows,1.85,41505.12,No,No,No,141.21199808219862,Intel Core i7,10,0
HP,Workstation,16,Nvidia,Windows,2.6,128884.32,No,No,No,141.21199808219862,Intel Core i7,0,256
DELL,2 in 1 Convertible,8,Intel,Windows,1.55,35111.52,No,Yes,No,165.6321180513006,Intel Core i5,10,0
MSI,Gaming,16,Nvidia,Windows,1.8,111593.8944,No,No,No,141.21199808219862,Intel Core i7,10,256
ACER,Notebook,4,Intel,Windows,2.4,21887.424,No,No,No,100.45466986113651,Intel Core i3,500,0
DELL,Notebook,8,Nvidia,Windows,2.0,64308.96,No,No,No,141.21199808219862,Intel Core i7,10,128
DELL,Notebook,8,Intel,Windows,2.0,35431.2,No,No,No,100.45466986113651,Intel Core i3,0,256
TOSHIBA,Notebook,8,Intel,Windows,1.25,81784.8,Yes,Yes,No,157.3505121487356,Intel Core i5,0,256
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.7,53226.72,No,Yes,No,157.3505121487356,Intel Core i5,0,256
LENOVO,Workstation,16,Nvidia,Windows,2.5,175770.72,Yes,No,Yes,282.42399616439724,Intel Core i7,0,10
ACER,Notebook,2,Intel,Others,1.68,17582.399999999998,No,No,No,111.93520355955211,Intel Celeron,0,0
SAMSUNG,Ultrabook,16,Intel,Windows,0.81,87858.72,No,No,No,165.6321180513006,Intel Core i7,0,256
HP,Notebook,8,Intel,Windows,1.86,28717.92,No,No,No,141.21199808219862,Intel Core i3,0,256
DELL,Notebook,8,Intel,Windows,1.6,60031.1088,No,No,No,111.93520355955211,Intel Core i5,0,256
HP,Workstation,16,Nvidia,Windows,3.0,233845.92,Yes,No,No,127.33567457123111,Others,0,256
LENOVO,Netbook,4,Intel,Windows,1.4,25308.0,No,Yes,No,135.0942111925629,Intel Celeron,0,128
HP,Notebook,8,Intel,Windows,1.84,101232.0,No,No,No,141.21199808219862,Intel Core i5,0,256
ASUS,Notebook,4,Nvidia,No OS,2.45,30849.12,No,No,No,100.45466986113651,Intel Core i5,10,0
LENOVO,Ultrabook,4,Intel,Windows,1.7,58394.88,No,No,No,157.3505121487356,Intel Core i5,0,1
ASUS,Notebook,4,Intel,Windows,2.37,45282.672,No,No,No,100.45466986113651,Intel Core i7,0,256
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.3,63882.72,Yes,Yes,No,276.053530085501,Intel Core i5,0,256
HP,Notebook,8,Nvidia,Windows,2.2,58554.72,Yes,No,No,141.21199808219862,Intel Core i5,10,128
HP,Workstation,8,Nvidia,Windows,2.59,83170.08,No,No,No,141.21199808219862,Intel Core i7,0,256
DELL,Gaming,16,Nvidia,Windows,4.42,152859.7872,Yes,No,Yes,282.42399616439724,Intel Core i7,10,256
ACER,Notebook,4,Intel,Windows,2.1,31914.72,No,No,No,100.45466986113651,Intel Core i5,0,256
LENOVO,Gaming,8,Nvidia,Windows,2.5,55837.44,Yes,No,No,141.21199808219862,Intel Core i7,10,128
DELL,Ultrabook,16,Intel,Windows,1.18,99047.52,No,No,No,176.23257360658386,Intel Core i7,0,256
GOOGLE,Ultrabook,8,Intel,Others,1.1,83063.52,No,Yes,No,234.50740003017813,Intel Core i5,0,256
ASUS,Ultrabook,8,Intel,Windows,1.2,60153.12,Yes,No,No,276.053530085501,Intel Core i5,0,256
DELL,Notebook,4,Intel,Windows,1.65,45234.72,No,No,No,117.82653006268643,Intel Core i3,500,0
ACER,Notebook,4,Intel,Windows,1.6,34898.4,No,No,No,117.82653006268643,Intel Core i5,0,128
ASUS,Notebook,4,Nvidia,Windows,2.8,25059.715199999995,No,No,No,90.58340172449303,Others,10,0
DELL,Gaming,16,Nvidia,Windows,2.72,58554.72,Yes,Yes,Yes,282.42399616439724,Intel Core i7,10,128
SAMSUNG,Ultrabook,8,Intel,Windows,1.31,85194.72,No,Yes,No,165.6321180513006,Intel Core i7,0,256
ACER,Notebook,4,Intel,Linux,2.1,15877.44,No,No,No,100.45466986113651,Others,10,0
DELL,Notebook,16,AMD,Windows,2.3,62938.0656,No,No,No,141.21199808219862,Intel Core i7,0,256
SAMSUNG,2 in 1 Convertible,16,AMD,Windows,1.71,95850.72,No,Yes,No,146.86047800548656,Intel Core i7,0,256
TOSHIBA,Notebook,4,Intel,Windows,1.75,54345.6,Yes,No,No,111.93520355955211,Intel Core i5,0,128
DELL,Gaming,8,Nvidia,Windows,2.62,58554.72,No,No,No,141.21199808219862,Intel Core i7,10,0
HP,Ultrabook,4,Intel,Windows,1.26,66280.31999999999,No,No,No,125.36742798669837,Intel Core i5,0,256
ASUS,2 in 1 Convertible,12,Nvidia,Windows,2.3,44701.92,No,Yes,No,141.21199808219862,Intel Core i7,2000,0
LENOVO,Notebook,16,Nvidia,Windows,2.5,126273.6,No,No,Yes,282.42399616439724,Intel Core i7,0,512
ACER,Notebook,4,Intel,Windows,1.8,33886.08,Yes,No,No,157.3505121487356,Intel Core i3,0,128
RAZER,Gaming,16,Nvidia,Windows,1.95,154458.72,No,No,No,157.3505121487356,Intel Core i7,0,512
ASUS,Notebook,8,Intel,Windows,2.0,31003.632,No,No,No,141.21199808219862,Others,0,128
DELL,Gaming,32,Nvidia,Windows,4.42,191211.264,Yes,No,No,127.33567457123111,Intel Core i7,10,10
ASUS,Gaming,16,Nvidia,Windows,4.3,125208.0,Yes,No,No,127.33567457123111,Intel Core i7,10,256
TOSHIBA,Ultrabook,16,Nvidia,Windows,1.47,93985.92,Yes,No,No,157.3505121487356,Intel Core i7,0,512
LENOVO,Notebook,8,Intel,No OS,2.2,17529.12,No,No,No,100.45466986113651,Intel Celeron,10,0
LENOVO,Ultrabook,16,Intel,Windows,1.7,122490.72,No,No,No,157.3505121487356,Intel Core i7,0,512
MSI,Gaming,16,Nvidia,Windows,1.6,100752.48,Yes,No,No,157.3505121487356,Intel Core i7,10,256
MSI,Gaming,8,Nvidia,Windows,2.2,58021.92,No,No,No,141.21199808219862,Intel Core i5,10,128
LENOVO,Gaming,4,Nvidia,Windows,2.4,53226.72,Yes,No,No,141.21199808219862,Intel Core i7,10,0
ACER,Gaming,16,Nvidia,Windows,4.2,122490.72,Yes,No,No,127.33567457123111,Intel Core i7,10,256
DELL,Gaming,8,Nvidia,Windows,2.62,52480.8,No,No,No,141.21199808219862,Intel Core i5,0,256
ASUS,Gaming,8,Nvidia,Windows,2.24,71341.92,No,No,No,141.21199808219862,Intel Core i7,10,128
VERO,Notebook,4,Intel,Windows,1.22,10810.512,No,No,No,157.3505121487356,Intel Celeron,0,0
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.37,104961.6,Yes,Yes,No,165.6321180513006,Intel Core i7,0,512
LENOVO,2 in 1 Convertible,8,AMD,Windows,2.08,51095.52,No,Yes,No,141.21199808219862,Intel Core i5,0,256
APPLE,Ultrabook,8,Intel,Mac,0.92,62071.2,Yes,No,No,226.41554716935852,Others,0,0
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.42,124142.4,Yes,Yes,No,209.8006828649808,Intel Core i5,0,256
ASUS,Notebook,4,Intel,Windows,1.63,15930.72,No,No,No,111.93520355955211,Intel Celeron,0,0
DELL,Notebook,8,Intel,Windows,1.95,43156.8,No,No,No,100.45466986113651,Intel Core i5,0,128
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.38,71874.72,Yes,Yes,No,158.48253022174808,Intel Core i7,0,256
DELL,Notebook,8,AMD,Windows,2.0,39373.92,No,No,No,141.21199808219862,Intel Core i3,0,256
HP,Workstation,8,Nvidia,Windows,3.14,110017.872,No,No,No,141.21199808219862,Intel Core i7,0,256
ASUS,Notebook,8,Intel,Windows,2.37,58554.72,No,No,No,141.21199808219862,Intel Core i5,0,256
DELL,Ultrabook,8,Intel,Windows,1.29,79866.72,No,No,No,165.6321180513006,Intel Core i5,0,256
DELL,Notebook,8,Nvidia,Windows,2.06,93186.72,No,Yes,Yes,282.42399616439724,Intel Core i5,0,256
DELL,Netbook,4,Intel,Windows,1.63,39640.32,No,No,No,135.0942111925629,Others,0,128
HP,Netbook,8,Intel,Windows,1.26,74005.92,No,No,No,125.36742798669837,Intel Core i5,0,256
TOSHIBA,Notebook,4,Intel,Windows,2.1,41558.4,No,No,No,100.45466986113651,Intel Core i5,500,0
HP,Notebook,8,AMD,Windows,2.04,33513.119999999995,No,No,No,100.45466986113651,AMD,2000,0
DELL,Gaming,16,Nvidia,Windows,2.62,89457.12,No,No,Yes,282.42399616439724,Intel Core i7,0,512
LENOVO,Notebook,4,Nvidia,Windows,2.4,32447.52,No,No,No,141.21199808219862,Intel Core i5,10,0
HP,Gaming,12,AMD,Windows,3.74,93186.72,Yes,No,No,127.33567457123111,Intel Core i7,10,0
MSI,Gaming,16,Nvidia,Windows,2.9,128671.2,No,No,No,127.33567457123111,Intel Core i7,10,512
SAMSUNG,Ultrabook,8,Intel,Windows,0.81,79866.72,No,No,No,165.6321180513006,Intel Core i5,0,256
DELL,Notebook,8,Nvidia,Windows,1.98,51202.08,No,No,No,141.21199808219862,Intel Core i7,10,0
DELL,Notebook,8,AMD,Windows,2.18,42081.0768,No,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Ultrabook,8,Intel,Windows,1.32,99047.52,No,No,No,157.3505121487356,Intel Core i7,0,256
RAZER,Ultrabook,16,Intel,Windows,1.29,95850.72,Yes,Yes,Yes,352.4651472131677,Intel Core i7,0,512
HP,Netbook,4,Intel,Others,1.23,20512.8,No,No,No,135.0942111925629,Intel Celeron,0,0
DELL,Gaming,16,Nvidia,Windows,4.36,133467.4656,Yes,No,No,127.33567457123111,Intel Core i7,10,128
DELL,Notebook,4,Intel,Windows,1.76,40226.4,No,No,No,111.93520355955211,Intel Core i5,500,0
LENOVO,Notebook,4,Intel,Windows,2.1,26101.872,No,No,No,100.45466986113651,Intel Core i3,500,0
TOSHIBA,Ultrabook,4,Intel,Windows,1.25,58075.2,No,No,No,111.93520355955211,Intel Core i5,0,128
LENOVO,Ultrabook,8,Intel,Windows,1.13,133146.72,Yes,No,No,157.3505121487356,Intel Core i7,0,512
MSI,Gaming,8,Nvidia,Windows,2.4,63882.72,No,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Ultrabook,8,Intel,Windows,1.13,99900.0,Yes,No,No,157.3505121487356,Intel Core i5,0,0
TOSHIBA,Notebook,4,Intel,Windows,1.75,26586.72,No,No,No,111.93520355955211,Others,0,128
ASUS,2 in 1 Convertible,8,Intel,Windows,1.1,72354.23999999999,No,Yes,No,165.6321180513006,Intel Core i5,0,256
DELL,Notebook,4,Intel,Windows,1.76,31168.8,No,No,No,111.93520355955211,Intel Core i3,500,0
ACER,Netbook,4,Intel,Others,1.35,18914.4,Yes,No,No,135.0942111925629,Intel Celeron,0,0
ACER,Notebook,8,Intel,Windows,1.5,32980.32,Yes,No,No,157.3505121487356,Intel Core i3,0,128
RAZER,Gaming,32,Nvidia,Windows,3.49,292986.72,No,Yes,Yes,254.67134914246222,Intel Core i7,0,512
LENOVO,Ultrabook,16,Intel,Windows,1.1,111834.72,Yes,No,No,209.8006828649808,Intel Core i7,0,512
ASUS,Notebook,4,Nvidia,Linux,2.1,27652.32,No,No,No,141.21199808219862,Intel Core i5,10,0
LENOVO,Notebook,8,Intel,Windows,1.7,63190.08,No,No,No,157.3505121487356,Intel Core i5,0,256
LENOVO,Notebook,8,Intel,Windows,1.32,87912.0,Yes,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Gaming,16,Nvidia,Windows,3.21,147832.28639999998,No,No,No,141.21199808219862,Intel Core i7,10,256
ASUS,Gaming,16,Nvidia,Windows,2.9,128884.32,No,No,No,127.33567457123111,Intel Core i7,10,256
TOSHIBA,Notebook,4,Intel,Windows,2.0,35644.32,No,No,No,100.45466986113651,Intel Core i3,500,0
LENOVO,Notebook,4,Intel,Others,1.5,17316.0,No,No,No,111.93520355955211,Intel Celeron,0,0
ASUS,Notebook,8,Intel,Windows,2.3,31435.2,No,No,No,141.21199808219862,Intel Core i5,128,0
ASUS,Gaming,16,Nvidia,Windows,2.73,95850.72,No,No,No,127.33567457123111,Intel Core i7,10,512
DELL,Gaming,32,Nvidia,Windows,4.42,163723.57919999998,Yes,No,No,127.33567457123111,Intel Core i7,10,512
HP,Notebook,8,Nvidia,Windows,2.63,48484.8,No,No,No,106.11306214269258,Intel Core i5,10,0
DELL,Notebook,8,Intel,Windows,2.18,38041.3872,No,No,No,100.45466986113651,Intel Core i5,0,128
HP,Ultrabook,8,Intel,Windows,1.54,99633.6,No,No,No,157.3505121487356,Intel Core i7,0,512
DELL,Notebook,4,AMD,Windows,2.18,39373.92,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,2 in 1 Convertible,4,Intel,Others,1.4,32767.2,No,Yes,No,135.0942111925629,Intel Celeron,0,0
ASUS,Ultrabook,8,Nvidia,Windows,1.45,54665.28,Yes,No,No,165.6321180513006,Intel Core i5,0,512
HP,2 in 1 Convertible,8,Intel,Windows,1.28,121318.56,No,Yes,No,165.6321180513006,Intel Core i5,0,256
HP,Ultrabook,8,Intel,Windows,1.54,78215.04,No,No,No,157.3505121487356,Intel Core i7,0,512
HP,Notebook,4,Intel,No OS,1.86,15930.72,No,No,No,100.45466986113651,Intel Celeron,0,128
ASUS,Gaming,16,Nvidia,Windows,2.1,101178.72,No,No,No,141.21199808219862,Intel Core i7,10,128
DELL,Notebook,8,AMD,Linux,2.83,46087.2,No,No,No,127.33567457123111,Intel Core i7,10,0
LENOVO,Ultrabook,8,Nvidia,Windows,1.96,101391.84,Yes,No,No,157.3505121487356,Intel Core i7,0,256
ASUS,Notebook,8,Nvidia,Windows,2.3,41931.36,Yes,No,No,141.21199808219862,Intel Core i7,0,256
DELL,Notebook,8,Intel,Windows,1.9,50349.6,No,No,No,141.21199808219862,Intel Core i5,0,128
ASUS,Notebook,4,Intel,Windows,2.0,23922.72,No,No,No,100.45466986113651,Others,10,0
HP,2 in 1 Convertible,8,Intel,Windows,1.28,136343.52,No,Yes,No,165.6321180513006,Intel Core i7,0,256
DELL,Notebook,8,Intel,Windows,1.62,34578.72,No,Yes,No,165.6321180513006,Intel Core i5,10,0
LENOVO,Notebook,4,Intel,No OS,2.2,24988.32,No,No,No,141.21199808219862,Intel Core i3,10,0
LENOVO,Notebook,8,Intel,Windows,2.3,45323.1648,Yes,No,No,141.21199808219862,Intel Core i5,10,0
HP,Notebook,8,AMD,Windows,1.84,71874.72,No,No,No,141.21199808219862,Intel Core i5,0,256
TOSHIBA,Notebook,4,Intel,Windows,1.05,68464.8,No,No,No,165.6321180513006,Intel Core i5,0,128
LENOVO,Gaming,8,Nvidia,No OS,2.5,54185.76,Yes,No,No,141.21199808219862,Intel Core i5,10,0
DELL,Ultrabook,16,Intel,Windows,1.29,119347.2,No,Yes,No,276.053530085501,Intel Core i7,0,512
HP,Notebook,4,Intel,Windows,2.07,48484.8,No,No,No,141.21199808219862,Intel Core i5,500,0
TOSHIBA,Ultrabook,8,Intel,Windows,1.2,58341.6,No,No,No,117.82653006268643,Intel Core i5,0,256
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.37,103896.0,Yes,Yes,No,165.6321180513006,Intel Core i7,0,256
ACER,Notebook,8,Intel,Windows,1.56,48058.56,Yes,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Workstation,8,Nvidia,Windows,2.23,94731.84,No,No,No,141.21199808219862,Intel Core i7,10,0
LENOVO,Notebook,4,Intel,Windows,2.38,56210.4,No,No,No,100.45466986113651,Intel Core i5,500,0
LENOVO,Notebook,4,AMD,No OS,2.2,25521.12,No,No,No,141.21199808219862,Intel Core i3,10,0
TOSHIBA,Notebook,8,Intel,Windows,2.0,73952.64,Yes,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,Notebook,4,Intel,Windows,1.44,39160.8,Yes,No,No,165.6321180513006,Intel Core i3,0,1
SAMSUNG,Ultrabook,16,Nvidia,Windows,1.23,98514.72,No,No,No,146.86047800548656,Intel Core i7,0,256
DELL,Ultrabook,8,Intel,Windows,1.6,90043.2,No,No,No,176.23257360658386,Intel Core i7,0,256
ASUS,Notebook,4,Intel,Linux,2.0,21258.1872,No,No,No,100.45466986113651,Others,10,0
XIAOMI,Ultrabook,8,Nvidia,Windows,1.28,49816.8,Yes,No,No,165.6321180513006,Intel Core i5,0,256
DELL,Notebook,4,Nvidia,Windows,2.18,48618.0,No,No,No,141.21199808219862,Intel Core i5,10,128
HP,Notebook,4,Intel,Windows,2.04,44701.92,No,No,No,141.21199808219862,Intel Core i5,0,256
HP,2 in 1 Convertible,4,Intel,Windows,1.28,90576.0,No,Yes,No,165.6321180513006,Intel Core i5,0,256
HP,2 in 1 Convertible,4,Intel,Windows,2.3,36486.14399999999,No,Yes,No,100.45466986113651,Intel Core i5,500,0
ASUS,Notebook,4,Intel,Windows,1.65,18541.44,No,No,No,111.1413368676404,Intel Celeron,0,0
LENOVO,Notebook,8,Nvidia,Windows,2.2,35644.32,Yes,No,No,141.21199808219862,Intel Core i7,10,0
DELL,Notebook,4,Intel,Windows,2.2,19660.32,No,No,No,100.45466986113651,Others,500,0
HP,2 in 1 Convertible,4,Intel,Windows,1.28,95850.72,No,Yes,No,165.6321180513006,Intel Core i5,0,256
DELL,Notebook,4,AMD,Linux,2.18,24279.696,No,No,No,100.45466986113651,Intel Core i3,10,0
ASUS,Gaming,12,Nvidia,Windows,2.2,72988.272,No,No,No,127.33567457123111,Intel Core i5,10,128
ACER,Netbook,4,Intel,Others,1.25,15824.16,Yes,No,No,135.0942111925629,Intel Celeron,0,0
LENOVO,Notebook,4,AMD,Windows,2.8,20193.12,No,No,No,106.11306214269258,AMD,500,0
HP,Notebook,4,Intel,Windows,1.95,67399.2,No,No,No,157.3505121487356,Intel Core i5,0,128
HP,2 in 1 Convertible,16,Intel,Windows,1.42,74538.72,No,Yes,No,276.053530085501,Intel Core i7,0,256
SAMSUNG,Ultrabook,8,Intel,Windows,1.17,90522.72,No,No,No,146.86047800548656,Intel Core i7,0,256
LENOVO,Ultrabook,8,Intel,Windows,1.32,95850.72,Yes,No,No,157.3505121487356,Intel Core i5,0,256
MSI,Gaming,16,Nvidia,Windows,2.43,141138.72,Yes,No,Yes,254.67134914246222,Intel Core i7,2000,512
TOSHIBA,Notebook,8,Intel,Windows,1.05,78588.0,No,No,No,165.6321180513006,Intel Core i5,0,256
DELL,Gaming,8,Nvidia,Linux,2.62,49497.12,No,No,No,141.21199808219862,Intel Core i7,10,0
HP,Notebook,8,Nvidia,Windows,2.04,47952.0,No,No,No,141.21199808219862,Intel Core i7,10,0
DELL,Notebook,4,AMD,Windows,2.18,32713.92,No,No,No,100.45466986113651,Intel Core i3,10,0
DELL,Notebook,8,Intel,Windows,1.9,49816.8,No,No,No,141.21199808219862,Intel Core i5,500,0
DELL,2 in 1 Convertible,8,Intel,Windows,1.24,107257.968,No,Yes,No,276.053530085501,Intel Core i7,0,512
ASUS,Gaming,32,Nvidia,Windows,3.58,68145.12,Yes,No,No,127.33567457123111,Intel Core i7,0,512
DELL,2 in 1 Convertible,16,Intel,Windows,1.22,87858.72,No,Yes,No,165.6321180513006,Intel Core i7,0,256
LENOVO,Ultrabook,8,Intel,Windows,1.13,109170.72,Yes,No,No,157.3505121487356,Intel Core i7,0,0
LENOVO,Notebook,8,Intel,Windows,1.95,104588.1072,Yes,No,No,141.21199808219862,Intel Core i5,0,512
LG,Ultrabook,16,Intel,Windows,1.08,111834.72,Yes,Yes,No,141.21199808219862,Intel Core i7,0,512
HP,Netbook,8,Intel,Windows,1.26,79014.23999999999,No,No,No,176.23257360658386,Intel Core i7,0,512
ACER,Notebook,4,Intel,Others,2.2,19127.52,Yes,No,No,141.21199808219862,Intel Celeron,0,0
LENOVO,Notebook,8,Nvidia,Windows,2.6,42037.92,Yes,No,No,141.21199808219862,Intel Core i5,10,128
LG,Ultrabook,8,Intel,Windows,0.98,101178.72,Yes,Yes,No,157.3505121487356,Intel Core i7,0,512
DELL,Notebook,8,Intel,Windows,1.6,64202.4,No,No,No,157.3505121487356,Intel Core i5,0,256
HP,Ultrabook,8,Intel,Windows,1.09,165168.0,No,Yes,Yes,352.4651472131677,Others,0,240
LENOVO,Notebook,6,Nvidia,Windows,2.2,42037.92,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Notebook,8,Nvidia,Windows,2.04,54291.78719999999,No,No,No,141.21199808219862,Intel Core i7,0,256
ACER,Notebook,4,Intel,Windows,2.4,26586.72,No,No,No,141.21199808219862,Intel Core i3,10,0
LENOVO,Notebook,4,Intel,Windows,1.44,46939.68,No,No,No,165.6321180513006,Intel Core i5,0,128
HP,Notebook,8,Intel,Windows,1.49,51148.8,No,No,No,165.6321180513006,Intel Core i5,0,256
MSI,Gaming,16,Nvidia,Windows,2.7,85194.72,No,No,No,127.33567457123111,Intel Core i7,10,256
DELL,Gaming,16,Nvidia,Windows,2.6,71874.72,No,No,No,141.21199808219862,Intel Core i7,10,128
MSI,Gaming,8,Nvidia,Windows,2.2,59668.804800000005,No,No,No,141.21199808219862,Intel Core i5,10,128
DELL,Notebook,4,AMD,Windows,2.18,36496.2672,No,No,No,100.45466986113651,Intel Core i5,10,0
HP,Ultrabook,8,AMD,Windows,1.84,69103.62719999999,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Ultrabook,8,Intel,Windows,1.39,61218.72,No,Yes,No,276.053530085501,Intel Core i7,0,256
TOSHIBA,Notebook,16,Nvidia,Windows,2.4,105228.0,Yes,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.37,97236.0,Yes,Yes,No,165.6321180513006,Intel Core i5,0,512
DELL,Notebook,4,Intel,Windows,1.95,38889.072,No,No,No,100.45466986113651,Intel Core i5,500,0
LENOVO,Ultrabook,8,Intel,Windows,1.36,87912.0,Yes,No,No,176.23257360658386,Intel Core i7,0,256
HP,Notebook,8,Intel,Windows,2.31,62071.2,No,No,No,141.21199808219862,Intel Core i5,0,256
DELL,Notebook,4,Intel,Windows,2.18,37725.4368,No,No,No,100.45466986113651,Intel Core i5,10,0
HP,Notebook,4,Intel,Windows,1.95,61218.72,No,No,No,111.93520355955211,Intel Core i5,500,0
LENOVO,Notebook,4,Intel,Windows,2.2,16463.52,No,No,No,100.45466986113651,Others,10,0
HP,Ultrabook,4,Intel,Windows,1.26,84129.12,No,No,No,176.23257360658386,Intel Core i5,500,0
HP,Notebook,4,Intel,No OS,1.86,15392.592,No,No,No,100.45466986113651,Intel Celeron,10,0
LENOVO,2 in 1 Convertible,16,Intel,Windows,1.3,95850.72,Yes,Yes,No,276.053530085501,Intel Core i7,0,10
TOSHIBA,Notebook,4,Intel,Windows,1.47,58874.4,Yes,No,No,157.3505121487356,Intel Core i5,0,128
HP,Netbook,8,Intel,Windows,1.26,88924.31999999999,No,No,No,176.23257360658386,Intel Core i5,0,256
DELL,Notebook,4,Intel,Windows,2.18,29762.208,No,No,No,100.45466986113651,Intel Core i3,10,0
MSI,Gaming,8,Nvidia,Windows,2.2,63882.72,No,No,No,141.21199808219862,Intel Core i7,10,128
DELL,Ultrabook,8,Intel,Windows,1.36,87325.92,No,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Gaming,16,Nvidia,Windows,4.36,146946.24,No,No,No,169.78089942830815,Intel Core i7,10,512
HP,Gaming,8,Nvidia,Windows,2.75,74538.72,Yes,No,No,127.33567457123111,Intel Core i5,10,128
ASUS,Notebook,4,Nvidia,Windows,2.8,28238.4,No,No,No,106.11306214269258,Others,10,0
ACER,Notebook,4,Intel,Windows,2.23,32980.32,No,No,No,100.45466986113651,Intel Core i5,500,0
TOSHIBA,Notebook,8,Intel,Windows,2.2,59620.32,No,No,No,100.45466986113651,Intel Core i5,0,256
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.1,69210.72,Yes,Yes,No,194.94753717542463,Others,0,256
LENOVO,Gaming,16,AMD,Windows,2.5,53226.72,Yes,No,No,141.21199808219862,AMD,10,512
DELL,Ultrabook,8,Intel,Windows,1.36,78438.816,No,Yes,No,176.23257360658386,Intel Core i5,0,256
LENOVO,Notebook,8,Nvidia,No OS,2.2,36496.8,No,No,No,141.21199808219862,Intel Core i7,10,0
DELL,Notebook,4,AMD,Windows,2.36,35111.52,No,No,No,106.11306214269258,Intel Core i3,10,0
ACER,Notebook,4,Intel,Others,1.68,18594.72,No,No,No,111.93520355955211,Intel Celeron,0,0
HP,Workstation,8,Nvidia,Windows,2.0,119826.72,Yes,No,No,141.21199808219862,Intel Core i7,0,8
DELL,Ultrabook,8,Intel,Windows,1.36,94572.0,No,No,No,157.3505121487356,Intel Core i7,0,256
TOSHIBA,Notebook,8,Intel,Windows,1.2,77788.8,No,No,No,165.6321180513006,Intel Core i5,0,256
ASUS,2 in 1 Convertible,8,Intel,Others,1.2,61751.52,No,No,No,176.23257360658386,Others,0,0
LENOVO,Ultrabook,8,Intel,Windows,1.7,79333.3872,Yes,No,No,157.3505121487356,Intel Core i7,0,256
DELL,Gaming,16,Nvidia,Windows,4.36,168045.12,Yes,No,Yes,254.67134914246222,Intel Core i7,10,512
DELL,2 in 1 Convertible,8,Intel,Windows,1.24,101178.72,No,Yes,No,165.6321180513006,Intel Core i5,0,256
HP,2 in 1 Convertible,4,Intel,Windows,1.45,41292.0,No,Yes,No,135.0942111925629,Others,0,256
DELL,Ultrabook,8,Intel,Windows,1.3,67559.04,No,No,No,276.053530085501,Intel Core i7,0,256
ACER,2 in 1 Convertible,4,Intel,Others,1.25,20725.92,Yes,Yes,No,135.0942111925629,Intel Celeron,0,0
TOSHIBA,Notebook,8,Intel,Windows,1.2,81784.8,No,No,No,165.6321180513006,Intel Core i5,0,256
LENOVO,Ultrabook,8,Intel,Windows,1.36,93772.8,Yes,No,No,176.23257360658386,Intel Core i5,0,256
ACER,Notebook,12,Nvidia,Windows,2.4,53759.52,No,No,No,141.21199808219862,Intel Core i5,10,128
TOSHIBA,Ultrabook,8,Intel,Windows,1.1,95371.2,No,Yes,No,176.23257360658386,Intel Core i7,0,512
HP,Notebook,8,Nvidia,Windows,2.04,45101.52,No,No,No,100.45466986113651,Intel Core i5,10,0
DELL,Notebook,4,AMD,Linux,2.25,24808.2336,No,No,No,100.45466986113651,Intel Core i3,10,0
DELL,Notebook,4,Intel,Windows,1.9,43956.0,No,No,No,100.45466986113651,Intel Core i5,500,0
HP,Notebook,4,Intel,Windows,2.04,36496.8,No,No,No,141.21199808219862,Intel Core i3,500,0
DELL,Gaming,32,Nvidia,Windows,4.42,167778.72,Yes,No,No,127.33567457123111,Intel Core i7,10,256
LENOVO,Notebook,6,Nvidia,Windows,2.4,37029.6,No,No,No,141.21199808219862,Intel Core i5,0,256
DELL,2 in 1 Convertible,16,Intel,Windows,1.22,101178.72,No,Yes,No,276.053530085501,Intel Core i7,0,512
DELL,Ultrabook,8,Intel,Windows,1.5,104587.57439999998,No,Yes,No,209.8006828649808,Intel Core i7,0,256
DELL,Gaming,32,Nvidia,Windows,4.42,149184.0,No,No,No,127.33567457123111,Intel Core i7,10,256
TOSHIBA,Notebook,8,Intel,Windows,1.95,62870.4,No,No,No,157.3505121487356,Intel Core i5,0,256
ASUS,Gaming,16,Nvidia,Windows,2.73,109218.672,No,No,No,127.33567457123111,Intel Core i7,10,256
HP,Notebook,8,Nvidia,Windows,2.04,52161.12,Yes,No,No,141.21199808219862,Intel Core i5,10,128
LENOVO,Notebook,4,Intel,Windows,1.7,53386.56,No,No,No,111.93520355955211,Intel Core i5,0,0
